system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EVI,GCI,GLI,GNDVI,LAI,MSAVI,MSK_CLDPRB,MSK_SNWPRB,NDVI,OSAVI,QA10,QA20,QA60,RECI,SAVI,SCL,SIPI,TCI_B,TCI_G,TCI_R,VARI,VIGREEN,WVP,X,Y,data,date_edit,hora,indice,peso_kg,prec,.geo
20230925T134709_20230925T135659_T21KYT_00000000000000000006,{206=0.023529411764705882},{1449=0.023529411764705882},{4518=0.023529411764705882},{3947=0.023529411764705882},{1597=0.023529411764705882},{1822=0.023529411764705882},{2068=0.023529411764705882},{2541=0.023529411764705882},{3165=0.023529411764705882},{3454=0.023529411764705882},{3430=0.023529411764705882},{3660=0.023529411764705882},{3599=0.023529411764705882},{0.8817816910526998=0.023529411764705882},{0.8825466520307355=0.023529411764705882},{-0.0028731700643042824=0.023529411764705882},{0.30616907844630614=0.023529411764705882},{3.0722861582286676=0.023529411764705882},{0.39704964996735725=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.24772644598035648=0.023529411764705882},{0.24771923698109913=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.6586073500967118=0.023529411764705882},{0.3715558788760571=0.023529411764705882},{5=0.023529411764705882},{1.3458149779735682=0.023529411764705882},{61=0.023529411764705882},{84=0.023529411764705882},{109=0.023529411764705882},{-0.10728303532490188=0.023529411764705882},{-0.06323907455012853=0.023529411764705882},{3185=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2023-09-25 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20230925T134709_20230925T135659_T21KYT_00000000000000000001,{206=0.047058823529411764},{1459=0.047058823529411764},{4283=0.047058823529411764},{3532=0.047058823529411764},{1549=0.047058823529411764},{1832=0.047058823529411764},{1954=0.047058823529411764},{2473=0.047058823529411764},{3340=0.047058823529411764},{3651=0.047058823529411764},{3532=0.047058823529411764},{3831=0.047058823529411764},{3793=0.047058823529411764},{1.0839401016623162=0.047058823529411764},{0.9279475982532752=0.047058823529411764},{0.022464071438537743=0.047058823529411764},{0.3169276659209545=0.047058823529411764},{3.8036952878142603=0.047058823529411764},{0.44673737781795353=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.2876412686839227=0.047058823529411764},{0.28763287982851393=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.8075742067553735=0.047058823529411764},{0.43142258270299827=0.047058823529411764},{4=0.047058823529411764},{1.2566539923954372=0.047058823529411764},{55=0.047058823529411764},{84=0.047058823529411764},{97=0.047058823529411764},{-0.05453732677693339=0.047058823529411764},{-0.03222398309561542=0.047058823529411764},{3192=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2023-09-25 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20230925T134709_20230925T135659_T21KYT_00000000000000000002,{206=0.047058823529411764},{1454=0.047058823529411764},{4474=0.047058823529411764},{3850=0.047058823529411764},"{1576=0.03529411764705882, 1558=0.011764705882352941}","{1802=0.011764705882352941, 1831=0.03529411764705882}","{2024=0.03529411764705882, 2022=0.011764705882352941}",{2504=0.047058823529411764},{3191=0.047058823529411764},{3502=0.047058823529411764},{3504=0.047058823529411764},{3671=0.047058823529411764},{3688=0.047058823529411764},"{0.966309741446853=0.03529411764705882, 0.9375=0.011764705882352941}","{0.9137083560895685=0.03529411764705882, 0.9445061043285239=0.011764705882352941}","{0.0033407572383073497=0.011764705882352941, 0.00853759294960066=0.03529411764705882}","{0.31358950328022495=0.03529411764705882, 0.32076894082171126=0.011764705882352941}","{3.273875=0.011764705882352941, 3.378108644554714=0.03529411764705882}","{0.42291037996710656=0.011764705882352941, 0.42233961631472994=0.03529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.26772793053545585=0.03529411764705882, 0.2681867535287731=0.011764705882352941}","{0.2677201817602964=0.03529411764705882, 0.2681789886648233=0.011764705882352941}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.7312252964426877=0.03529411764705882, 0.7329376854599408=0.011764705882352941}","{0.4015555756534322=0.03529411764705882, 0.40224373473265174=0.011764705882352941}",{5=0.047058823529411764},"{1.3130904183535763=0.011764705882352941, 1.3027027027027027=0.03529411764705882}","{58=0.03529411764705882, 57=0.011764705882352941}","{82=0.011764705882352941, 85=0.03529411764705882}","{106=0.03529411764705882, 104=0.011764705882352941}","{-0.08468626590609916=0.03529411764705882, -0.0970873786407767=0.011764705882352941}","{-0.05753138075313807=0.011764705882352941, -0.05006485084306096=0.03529411764705882}",{3214=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2023-09-25 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20230925T134709_20230925T135659_T21KYT_00000000000000000000,{206=0.023529411764705882},{1454=0.023529411764705882},{4352=0.023529411764705882},{3599=0.023529411764705882},{1590=0.023529411764705882},{1822=0.023529411764705882},{1976=0.023529411764705882},{2456=0.023529411764705882},{3217=0.023529411764705882},{3532=0.023529411764705882},{3520=0.023529411764705882},{3753=0.023529411764705882},{3808=0.023529411764705882},{1.1181923522595596=0.023529411764705882},{0.9319429198682767=0.023529411764705882},{0.010818307905686546=0.023529411764705882},{0.3178584799700487=0.023529411764705882},{3.9276199304750867=0.023529411764705882},{0.43860138775426094=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.28093158660844253=0.023529411764705882},{0.28092340834327967=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.7813765182186234=0.023529411764705882},{0.4213590466660603=0.023529411764705882},{4=0.023529411764705882},{1.25=0.023529411764705882},{60=0.023529411764705882},{84=0.023529411764705882},{101=0.023529411764705882},{-0.06974637681159421=0.023529411764705882},{-0.040547656661400734=0.023529411764705882},{3178=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2023-09-25 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20230925T134709_20230925T135659_T21KYT_00000000000000000003,{206=0.047058823529411764},{1455=0.047058823529411764},{4297=0.047058823529411764},{3538=0.047058823529411764},"{1580=0.023529411764705882, 1568=0.023529411764705882}","{1826=0.023529411764705882, 1836=0.023529411764705882}","{1912=0.023529411764705882, 1915=0.023529411764705882}",{2459=0.047058823529411764},{3324=0.047058823529411764},{3648=0.047058823529411764},"{3634=0.023529411764705882, 3648=0.023529411764705882}",{3859=0.047058823529411764},{3748=0.047058823529411764},"{1.3268113726689086=0.023529411764705882, 1.277117384843982=0.023529411764705882}","{0.9901423877327491=0.023529411764705882, 0.9869281045751634=0.023529411764705882}","{0.02368605466012614=0.023529411764705882, 0.02512562814070352=0.023529411764705882}","{0.3304157549234136=0.023529411764705882, 0.3311355311355311=0.023529411764705882}","{4.68240354631611=0.023529411764705882, 4.502610698365527=0.023529411764705882}","{0.47584300761536724=0.023529411764705882, 0.472998174064287=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.30978554694539556=0.023529411764705882, 0.3122302158273381=0.023529411764705882}","{0.30977661483900265=0.023529411764705882, 0.31222123104371097=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.9079497907949792=0.023529411764705882, 0.8976501305483029=0.023529411764705882}","{0.4683032101429727=0.023529411764705882, 0.46463645373457063=0.023529411764705882}",{4=0.047058823529411764},"{1.1912442396313363=0.023529411764705882, 1.2018615474112857=0.023529411764705882}","{58=0.023529411764705882, 59=0.023529411764705882}","{84=0.023529411764705882, 85=0.023529411764705882}","{93=0.023529411764705882, 94=0.023529411764705882}","{-0.04095720202485044=0.023529411764705882, -0.03505535055350553=0.023529411764705882}","{-0.023790430366212242=0.023529411764705882, -0.020277481323372464=0.023529411764705882}",{3264=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2023-09-25 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000005,{308=0.023529411764705882},{5690=0.023529411764705882},{6324=0.023529411764705882},{5591=0.023529411764705882},{5840=0.023529411764705882},{5716=0.023529411764705882},{5616=0.023529411764705882},{6443=0.023529411764705882},{6730=0.023529411764705882},{6760=0.023529411764705882},{6328=0.023529411764705882},{6913=0.023529411764705882},{8927=0.023529411764705882},{-0.47152317880794703=0.023529411764705882},{0.10706787963610909=0.023529411764705882},{-0.0010485844110450892=0.023529411764705882},{0.050813683161740286=0.023529411764705882},{-1.8239708609271523=0.023529411764705882},{0.11250791325164755=0.023529411764705882},{100=0.023529411764705882},{0=0.023529411764705882},{0.05961152042866711=0.023529411764705882},{0.05961072189253995=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.12678062678062685=0.023529411764705882},{0.08941353761145296=0.023529411764705882},{9=0.023529411764705882},{0.6853932584269663=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.01820830298616169=0.023529411764705882},{0.008824567596187787=0.023529411764705882},{4144=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2023-09-30 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000004,{308=0.047058823529411764},{7859=0.047058823529411764},"{6947=0.023529411764705882, 6705=0.023529411764705882}","{5914=0.023529411764705882, 6147=0.023529411764705882}","{7528=0.023529411764705882, 7644=0.023529411764705882}","{7224=0.023529411764705882, 7148=0.023529411764705882}","{6968=0.023529411764705882, 6892=0.023529411764705882}","{7149=0.023529411764705882, 7506=0.023529411764705882}","{7497=0.023529411764705882, 7139=0.023529411764705882}","{7164=0.023529411764705882, 7468=0.023529411764705882}","{7288=0.023529411764705882, 7356=0.023529411764705882}","{7259=0.023529411764705882, 7607=0.023529411764705882}",{11877=0.047058823529411764},"{-0.12661465660570406=0.023529411764705882, -0.11879975505205144=0.023529411764705882}","{0.0182724252491695=0.023529411764705882, 0.019585898153329673=0.023529411764705882}","{-0.004318150160189441=0.023529411764705882, -0.005643496214728149=0.023529411764705882}","{0.00905349794238683=0.023529411764705882, 0.009697977279024661=0.023529411764705882}","{-0.5760918275994373=0.023529411764705882, -0.5478175137783221=0.023529411764705882}","{0.05274266171363706=0.023529411764705882, 0.05433236962380761=0.023529411764705882}",{100=0.047058823529411764},{0=0.047058823529411764},"{0.027926657263751764=0.023529411764705882, 0.027087405752583078=0.023529411764705882}","{0.02708710318790072=0.023529411764705882, 0.02792634215692912=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.055683122847302036=0.023529411764705882, 0.057457922228670855=0.023529411764705882}","{0.04062969039058955=0.023529411764705882, 0.04188850886781143=0.023529411764705882}",{9=0.047058823529411764},"{-0.7422680412371134=0.023529411764705882, -0.6060606060606061=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.03931203931203931=0.023529411764705882, 0.03909590714722053=0.023529411764705882}","{0.018038331454340473=0.023529411764705882, 0.018233618233618232=0.023529411764705882}",{4144=0.047058823529411764},-54 35 30.468,-20 22 52.110,20240313,2023-09-30 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000006,{308=0.023529411764705882},{4423=0.023529411764705882},{5790=0.023529411764705882},{4865=0.023529411764705882},{4876=0.023529411764705882},{4848=0.023529411764705882},{4816=0.023529411764705882},{5208=0.023529411764705882},{5681=0.023529411764705882},{5916=0.023529411764705882},{5740=0.023529411764705882},{6186=0.023529411764705882},{7300=0.023529411764705882},{-1.1950336264873254=0.023529411764705882},{0.18399339933993408=0.023529411764705882},{2.0631318341242006E-4=0.023529411764705882},{0.08424631658481299=0.023529411764705882},{-4.441631660631144=0.023529411764705882},{0.1609638454283413=0.023529411764705882},{40=0.023529411764705882},{0=0.023529411764705882},{0.08753315649867374=0.023529411764705882},{0.087531829756275=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.19186046511627897=0.023529411764705882},{0.13129351584331928=0.023529411764705882},{8=0.023529411764705882},{0.935064935064935=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.006683375104427736=0.023529411764705882},{0.0033112582781456954=0.023529411764705882},{4144=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2023-09-30 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000001,{308=0.047058823529411764},{5706=0.047058823529411764},{5528=0.047058823529411764},{4655=0.047058823529411764},{4836=0.047058823529411764},{4700=0.047058823529411764},{4552=0.047058823529411764},{5177=0.047058823529411764},{5488=0.047058823529411764},{5561=0.047058823529411764},{5500=0.047058823529411764},{5726=0.047058823529411764},{8775=0.047058823529411764},{-0.6855655192363321=0.047058823529411764},{0.17021276595744683=0.047058823529411764},{6.387055567383436E-4=0.047058823529411764},{0.0784313725490196=0.047058823529411764},{-2.5983760485970495=0.047058823529411764},{0.1723506685530083=0.047058823529411764},{86=0.047058823529411764},{0=0.047058823529411764},{0.09430959013131715=0.047058823529411764},{0.09430808900773566=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.20826010544815476=0.047058823529411764},{0.14145734891817954=0.047058823529411764},{9=0.047058823529411764},{0.70042194092827=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},{0.03351449275362319=0.047058823529411764},{0.01599654128837008=0.047058823529411764},{4144=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2023-09-30 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000002,{308=0.047058823529411764},{4711=0.047058823529411764},{5563=0.047058823529411764},{4567=0.047058823529411764},"{4420=0.03529411764705882, 4804=0.011764705882352941}","{4736=0.011764705882352941, 4384=0.03529411764705882}","{4332=0.03529411764705882, 4584=0.011764705882352941}",{4769=0.047058823529411764},{5245=0.047058823529411764},{5406=0.047058823529411764},"{5384=0.03529411764705882, 5580=0.011764705882352941}",{5646=0.047058823529411764},{7704=0.047058823529411764},"{-1.4833615341229553=0.03529411764705882, -0.8455008488964346=0.011764705882352941}","{0.2281021897810218=0.03529411764705882, 0.17820945945945943=0.011764705882352941}","{0.004453870625662778=0.011764705882352941, 9.132420091324201E-4=0.03529411764705882}","{0.10237510237510238=0.03529411764705882, 0.08181465684373788=0.011764705882352941}","{-3.1770220713073=0.011764705882352941, -5.484802030456852=0.03529411764705882}","{0.19537915990531474=0.03529411764705882, 0.17848148513894557=0.011764705882352941}",{11=0.047058823529411764},{0=0.047058823529411764},"{0.09799291617473435=0.011764705882352941, 0.10827501029230135=0.03529411764705882}","{0.10827322728320654=0.03529411764705882, 0.09799137361080502=0.011764705882352941}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.24284395198522613=0.03529411764705882, 0.2172774869109948=0.011764705882352941}","{0.14698214373555019=0.011764705882352941, 0.16240415787577833=0.03529411764705882}",{8=0.047058823529411764},"{0.7791164658634538=0.011764705882352941, 0.9163498098859315=0.03529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.03365810451727192=0.011764705882352941, 0.012104283054003724=0.03529411764705882}","{0.005966039467645709=0.03529411764705882, 0.01630901287553648=0.011764705882352941}",{4144=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2023-09-30 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000000,{308=0.023529411764705882},{7342=0.023529411764705882},{6335=0.023529411764705882},{5548=0.023529411764705882},{6936=0.023529411764705882},{6504=0.023529411764705882},{6176=0.023529411764705882},{6794=0.023529411764705882},{6831=0.023529411764705882},{6776=0.023529411764705882},{6668=0.023529411764705882},{6902=0.023529411764705882},{10875=0.023529411764705882},{-0.14828209764918626=0.023529411764705882},{0.025215252152521517=0.023529411764705882},{-0.003981623277182236=0.023529411764705882},{0.012450652900091102=0.023529411764705882},{-0.6544846292947559=0.023529411764705882},{0.07378011873061041=0.023529411764705882},{100=0.023529411764705882},{0=0.023529411764705882},{0.03830582373092495=0.023529411764705882},{0.038305346554387366=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.07966321243523322=0.023529411764705882},{0.05745649889057573=0.023529411764705882},{9=0.023529411764705882},{-0.5447154471544715=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.057103064066852366=0.023529411764705882},{0.025867507886435333=0.023529411764705882},{4144=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2023-09-30 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20230930T134711_20230930T134738_T21KYT_00000000000000000003,{308=0.047058823529411764},{6711=0.047058823529411764},{6413=0.047058823529411764},{5647=0.047058823529411764},"{6692=0.023529411764705882, 6840=0.023529411764705882}","{6296=0.023529411764705882, 6504=0.023529411764705882}","{6072=0.023529411764705882, 6368=0.023529411764705882}",{6685=0.047058823529411764},{6824=0.047058823529411764},{6833=0.047058823529411764},"{6804=0.023529411764705882, 6708=0.023529411764705882}",{6995=0.047058823529411764},{10170=0.047058823529411764},"{-0.22556390977443608=0.023529411764705882, -0.1733736281215206=0.023529411764705882}","{0.046125461254612476=0.023529411764705882, 0.06543837357052107=0.023529411764705882}","{-0.006783404322448336=0.023529411764705882, -0.007628928898382667=0.023529411764705882}","{0.02254283137962128=0.023529411764705882, 0.031682559212549984=0.023529411764705882}","{-0.9340902255639097=0.023529411764705882, -0.7452657865436615=0.023529411764705882}","{0.06407554601173615=0.023529411764705882, 0.09480576791611384=0.023529411764705882}",{100=0.047058823529411764},{0=0.047058823529411764},"{0.04976525821596244=0.023529411764705882, 0.03310051624658366=0.023529411764705882}","{0.03310011418021038=0.023529411764705882, 0.049764635184536034=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.06846733668341698=0.023529411764705882, 0.10474308300395263=0.023529411764705882}","{0.07464496694182543=0.023529411764705882, 0.049648889732397034=0.023529411764705882}",{9=0.047058823529411764},"{0.025157232704402517=0.023529411764705882, -0.08256880733944955=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.03946441155743481=0.023529411764705882, 0.022546419098143235=0.023529411764705882}","{0.010565568676196395=0.023529411764705882, 0.018111254851228976=0.023529411764705882}",{4144=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2023-09-30 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20231005T134709_20231005T134753_T21KYT_00000000000000000005,{409=0.023529411764705882},{1523=0.023529411764705882},{4637=0.023529411764705882},{3995=0.023529411764705882},{1648=0.023529411764705882},{1952=0.023529411764705882},{2288=0.023529411764705882},{2767=0.023529411764705882},{3279=0.023529411764705882},{3587=0.023529411764705882},{3574=0.023529411764705882},{3801=0.023529411764705882},{3771=0.023529411764705882},{0.6504147278980377=0.023529411764705882},{0.8309426229508197=0.023529411764705882},{-0.004081632653061225=0.023529411764705882},{0.29352153456387986=0.023529411764705882},{2.2352004855351004=0.023529411764705882},{0.35978870442204425=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.21937905151825315=0.023529411764705882},{0.21937306385359664=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.5620629370629371=0.023529411764705882},{0.3290405117270789=0.023529411764705882},{5=0.023529411764705882},{1.4976671850699845=0.023529411764705882},{67=0.023529411764705882},{96=0.023529411764705882},{132=0.023529411764705882},{-0.12962962962962962=0.023529411764705882},{-0.07924528301886792=0.023529411764705882},{3128=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2023-10-05 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20231005T134709_20231005T134753_T21KYT_00000000000000000004,{409=0.047058823529411764},{1533=0.047058823529411764},"{4508=0.023529411764705882, 4504=0.023529411764705882}","{3768=0.023529411764705882, 3810=0.023529411764705882}","{1682=0.023529411764705882, 1684=0.023529411764705882}","{1958=0.023529411764705882, 1963=0.023529411764705882}","{2174=0.023529411764705882, 2208=0.023529411764705882}","{2707=0.023529411764705882, 2679=0.023529411764705882}","{3331=0.023529411764705882, 3354=0.023529411764705882}","{3658=0.023529411764705882, 3587=0.023529411764705882}","{3558=0.023529411764705882, 3630=0.023529411764705882}","{3840=0.023529411764705882, 3915=0.023529411764705882}",{3887=0.047058823529411764},"{0.899876390605686=0.023529411764705882, 0.805104961832061=0.023529411764705882}","{0.8171603677221655=0.023529411764705882, 0.8492103922567498=0.023529411764705882}","{0.008735868448098663=0.023529411764705882, 0.003330771201639764=0.023529411764705882}","{0.290065264684554=0.023529411764705882, 0.2980511353477561=0.023529411764705882}","{3.137752781211372=0.023529411764705882, 2.7948697519083967=0.023529411764705882}","{0.37939355619937487=0.023529411764705882, 0.4010688412363379=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.25086147484493454=0.023529411764705882, 0.23413111342351717=0.023529411764705882}","{0.23412461672933113=0.023529411764705882, 0.250854559488367=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},"{0.611413043478261=0.023529411764705882, 0.6697332106715732=0.023529411764705882}","{0.3511662186768404=0.023529411764705882, 0.3762597984322509=0.023529411764705882}",{5=0.047058823529411764},"{1.3365384615384615=0.023529411764705882, 1.3896296296296295=0.023529411764705882}","{72=0.023529411764705882, 70=0.023529411764705882}",{98=0.047058823529411764},"{119=0.023529411764705882, 123=0.023529411764705882}","{-0.08601712189156135=0.023529411764705882, -0.10064412238325282=0.023529411764705882}","{-0.05100314237370075=0.023529411764705882, -0.0600096015362458=0.023529411764705882}","{3111=0.023529411764705882, 3106=0.023529411764705882}",-54 35 30.468,-20 22 52.110,20240313,2023-10-05 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20231005T134709_20231005T134753_T21KYT_00000000000000000006,{409=0.023529411764705882},{1522=0.023529411764705882},{4714=0.023529411764705882},{4071=0.023529411764705882},{1656=0.023529411764705882},{1975=0.023529411764705882},{2356=0.023529411764705882},{2836=0.023529411764705882},{3349=0.023529411764705882},{3608=0.023529411764705882},{3632=0.023529411764705882},{3881=0.023529411764705882},{3794=0.023529411764705882},{0.5963731538605347=0.023529411764705882},{0.8389873417721518=0.023529411764705882},{-0.007786988193921126=0.023529411764705882},{0.29552345282682363=0.023529411764705882},{2.0396780706674145=0.023529411764705882},{0.3512902140141705=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.21309285237140949=0.023529411764705882},{0.21308715865975525=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.5415959252971136=0.023529411764705882},{0.3196125907990315=0.023529411764705882},{5=0.023529411764705882},{1.54858934169279=0.023529411764705882},{68=0.023529411764705882},{99=0.023529411764705882},{138=0.023529411764705882},{-0.14242990654205606=0.023529411764705882},{-0.08797044562456707=0.023529411764705882},{3130=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2023-10-05 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
