system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EVI,GCI,GLI,GNDVI,LAI,MSAVI,MSK_CLDPRB,MSK_SNWPRB,NDVI,OSAVI,QA10,QA20,QA60,RECI,SAVI,SCL,SIPI,TCI_B,TCI_G,TCI_R,VARI,VIGREEN,WVP,X,Y,data,date_edit,hora,indice,peso_kg,prec,.geo
20240212T134709_20240212T134704_T21KYT_00000000000000000000,{98=0.023529411764705882},{1582=0.023529411764705882},{3365=0.023529411764705882},{2253=0.023529411764705882},{1630=0.023529411764705882},{1987=0.023529411764705882},{1638=0.023529411764705882},{2575=0.023529411764705882},{4349=0.023529411764705882},{4824=0.023529411764705882},{4636=0.023529411764705882},{5057=0.023529411764705882},{4877=0.023529411764705882},{3.345982142857143=0.023529411764705882},{1.3331655762455963=0.023529411764705882},{0.09748688207677438=0.023529411764705882},{0.39996980220443906=0.023529411764705882},{11.987763392857142=0.023529411764705882},{0.6466535275294518=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.47784507491233663=0.023529411764705882},{0.477832889183572=0.023529411764705882},,,,{1.8302808302808304=0.023529411764705882},{0.7167104948601482=0.023529411764705882},{4=0.023529411764705882},{1.0026684456304202=0.023529411764705882},{65=0.023529411764705882},{101=0.023529411764705882},{65=0.023529411764705882},{0.174937343358396=0.023529411764705882},{0.09627586206896552=0.023529411764705882},{4442=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-02-12 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240212T134709_20240212T134704_T21KYT_00000000000000000003,{98=0.047058823529411764},{1521=0.047058823529411764},{3277=0.047058823529411764},{2275=0.047058823529411764},"{1570=0.023529411764705882, 1576=0.023529411764705882}","{1877=0.023529411764705882, 1854=0.023529411764705882}","{1659=0.023529411764705882, 1668=0.023529411764705882}",{2470=0.047058823529411764},{3845=0.047058823529411764},{4229=0.047058823529411764},"{4120=0.023529411764705882, 4156=0.023529411764705882}",{4493=0.047058823529411764},{4516=0.047058823529411764},"{2.654828930272845=0.023529411764705882, 2.672303082191781=0.023529411764705882}","{1.2222222222222223=0.023529411764705882, 1.2141715503462973=0.023529411764705882}","{0.07518258628096806=0.023529411764705882, 0.0667433831990794=0.023529411764705882}","{0.3793103448275862=0.023529411764705882, 0.3777556771092326=0.023529411764705882}","{9.550392551369862=0.023529411764705882, 9.487171069727154=0.023529411764705882}","{0.5951163892141267=0.023529411764705882, 0.6007892394691225=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.4294067067927773=0.023529411764705882, 0.42363510711817554=0.023529411764705882}","{0.42939489197201797=0.023529411764705882, 0.4236233967271119=0.023529411764705882}",,,,"{1.470023980815348=0.023529411764705882, 1.5051235684147075=0.023529411764705882}","{0.6353977714433792=0.023529411764705882, 0.644054681454733=0.023529411764705882}",{4=0.047058823529411764},"{1.037520391517129=0.023529411764705882, 1.0356427713255907=0.023529411764705882}","{58=0.023529411764705882, 59=0.023529411764705882}","{90=0.023529411764705882, 87=0.023529411764705882}","{67=0.023529411764705882, 68=0.023529411764705882}","{0.09558067831449127=0.023529411764705882, 0.11088504577822991=0.023529411764705882}","{0.05281090289608177=0.023529411764705882, 0.06165158371040724=0.023529411764705882}",{4211=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-02-12 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000005,{158=0.023529411764705882},{9763=0.023529411764705882},{6657=0.023529411764705882},{4966=0.023529411764705882},{10840=0.023529411764705882},{10152=0.023529411764705882},{9368=0.023529411764705882},{10213=0.023529411764705882},{9443=0.023529411764705882},{9018=0.023529411764705882},{9736=0.023529411764705882},{8689=0.023529411764705882},{16803=0.023529411764705882},{-0.059915337023770755=0.023529411764705882},{-0.04097714736012603=0.023529411764705882},{0.002369668246445498=0.023529411764705882},{-0.02091713596138375=0.023529411764705882},{-0.3347736893520026=0.023529411764705882},{0.03779599591871374=0.023529411764705882},{100=0.023529411764705882},{0=0.023529411764705882},{0.019262981574539362=0.023529411764705882},{0.019262820244386563=0.023529411764705882},,,,{0.03928266438941086=0.023529411764705882},{0.028893716140176398=0.023529411764705882},{9=0.023529411764705882},{-3.0=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.09032258064516129=0.023529411764705882},{0.04016393442622951=0.023529411764705882},{3753=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2024-02-17 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000004,{158=0.047058823529411764},{9067=0.047058823529411764},"{6230=0.023529411764705882, 6236=0.023529411764705882}","{4760=0.023529411764705882, 4809=0.023529411764705882}","{10120=0.023529411764705882, 10056=0.023529411764705882}","{9240=0.023529411764705882, 9248=0.023529411764705882}","{8624=0.023529411764705882, 8632=0.023529411764705882}","{8985=0.023529411764705882, 9005=0.023529411764705882}","{8321=0.023529411764705882, 8447=0.023529411764705882}","{7972=0.023529411764705882, 8099=0.023529411764705882}","{8904=0.023529411764705882, 8960=0.023529411764705882}","{7772=0.023529411764705882, 7920=0.023529411764705882}",{16812=0.047058823529411764},"{-0.05708460754332314=0.023529411764705882, -0.04472801420772216=0.023529411764705882}","{-0.037197231833909994=0.023529411764705882, -0.030303030303030276=0.023529411764705882}","{-0.005382131324004306=0.023529411764705882, -0.006872852233676976=0.023529411764705882}","{-0.01895107977082415=0.023529411764705882, -0.015384615384615385=0.023529411764705882}","{-0.2798259554035388=0.023529411764705882, -0.3245321100917431=0.023529411764705882}","{0.037497985944355605=0.023529411764705882, 0.03054640536174702=0.023529411764705882}",{100=0.047058823529411764},{0=0.047058823529411764},"{0.01910828025477707=0.023529411764705882, 0.01551094890510949=0.023529411764705882}","{0.01910810638665708=0.023529411764705882, 0.015510807383144315=0.023529411764705882}",,,,"{0.03151065801668218=0.023529411764705882, 0.03896103896103886=0.023529411764705882}","{0.02866160539111149=0.023529411764705882, 0.02326575998631426=0.023529411764705882}",{9=0.047058823529411764},"{-3.261904761904762=0.023529411764705882, -4.470588235294118=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.07938144329896907=0.023529411764705882, 0.07889344262295082=0.023529411764705882}","{0.03445190156599553=0.023529411764705882, 0.034482758620689655=0.023529411764705882}",{3753=0.047058823529411764},-54 35 30.468,-20 22 52.110,20240313,2024-02-17 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000006,{158=0.023529411764705882},{11019=0.023529411764705882},{7201=0.023529411764705882},{5464=0.023529411764705882},{10552=0.023529411764705882},{9984=0.023529411764705882},{9944=0.023529411764705882},{10799=0.023529411764705882},{10001=0.023529411764705882},{9472=0.023529411764705882},{9384=0.023529411764705882},{9195=0.023529411764705882},{16806=0.023529411764705882},{0.1387374888514518=0.023529411764705882},{-0.060096153846153855=0.023529411764705882},{-0.013048635824436536=0.023529411764705882},{-0.030978934324659233=0.023529411764705882},{0.3839522346645525=0.023529411764705882},{-0.059672675111869466=0.023529411764705882},{100=0.023529411764705882},{0=0.023529411764705882},{-0.028973509933774833=0.023529411764705882},{-0.028973270088823767=0.023529411764705882},,,,{-0.0563153660498793=0.023529411764705882},{-0.043459140647230776=0.023529411764705882},{9=0.023529411764705882},{2.085714285714286=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.004266211604095563=0.023529411764705882},{0.002007226013649137=0.023529411764705882},{3753=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2024-02-17 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000001,{158=0.047058823529411764},{8941=0.047058823529411764},{6162=0.047058823529411764},{4930=0.047058823529411764},{8808=0.047058823529411764},{8304=0.047058823529411764},{7924=0.047058823529411764},{8543=0.047058823529411764},{8024=0.047058823529411764},{7785=0.047058823529411764},{8132=0.047058823529411764},{7700=0.047058823529411764},{16806=0.047058823529411764},{-0.05008186458634306=0.047058823529411764},{-0.020712909441233163=0.047058823529411764},{-0.003719256148770246=0.047058823529411764},{-0.010464833292771964=0.047058823529411764},{-0.29919618607338916=0.047058823529411764},{0.025576431242370745=0.047058823529411764},{100=0.047058823529411764},{0=0.047058823529411764},{0.012954658694569009=0.047058823529411764},{0.012954529601100138=0.047058823529411764},,,,{0.026249369005552747=0.047058823529411764},{0.019431382929031855=0.047058823529411764},{9=0.047058823529411764},{-3.25=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},{0.05121293800539083=0.047058823529411764},{0.023416317475967462=0.047058823529411764},{3753=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2024-02-17 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000002,{158=0.047058823529411764},{8478=0.047058823529411764},{4534=0.047058823529411764},{3612=0.047058823529411764},"{8688=0.011764705882352941, 8744=0.03529411764705882}","{7836=0.03529411764705882, 7456=0.011764705882352941}","{6856=0.03529411764705882, 6440=0.011764705882352941}",{6882=0.047058823529411764},{6562=0.047058823529411764},{6428=0.047058823529411764},"{7724=0.03529411764705882, 7464=0.011764705882352941}",{6511=0.047058823529411764},{16803=0.047058823529411764},"{-0.1297924517016568=0.03529411764705882, -0.13434794017318288=0.011764705882352941}","{0.0010729613733906351=0.011764705882352941, -0.01429300663603883=0.03529411764705882}","{-0.007190412782956059=0.011764705882352941, 0.0023023791250959325=0.03529411764705882}","{5.361930294906167E-4=0.011764705882352941, -0.0071979434447300775=0.03529411764705882}","{-0.6040708475465757=0.011764705882352941, -0.5875890902565942=0.03529411764705882}","{0.13718392520786438=0.011764705882352941, 0.11237055001220142=0.03529411764705882}",{100=0.047058823529411764},{0=0.047058823529411764},"{0.07364787111622555=0.011764705882352941, 0.05953360768175583=0.03529411764705882}","{0.059532954370871104=0.03529411764705882, 0.07364702362458429=0.011764705882352941}",,,,"{0.12660443407234534=0.03529411764705882, 0.15900621118012426=0.011764705882352941}","{0.08929734919927301=0.03529411764705882, 0.11046783415441044=0.011764705882352941}",{9=0.047058823529411764},"{-1.1751152073732718=0.03529411764705882, -1.1953125=0.011764705882352941}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.19508448540706605=0.011764705882352941, 0.16476126429051782=0.03529411764705882}","{0.07311456534254462=0.011764705882352941, 0.06670296760141574=0.03529411764705882}",{3753=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2024-02-17 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000000,{158=0.023529411764705882},{8361=0.023529411764705882},{5392=0.023529411764705882},{4504=0.023529411764705882},{8124=0.023529411764705882},{7292=0.023529411764705882},{6744=0.023529411764705882},{7422=0.023529411764705882},{7113=0.023529411764705882},{7170=0.023529411764705882},{7236=0.023529411764705882},{7108=0.023529411764705882},{16806=0.023529411764705882},{-0.09297754932345605=0.023529411764705882},{-0.0076796489303345705=0.023529411764705882},{-0.009642808637783513=0.023529411764705882},{-0.003854625550660793=0.023529411764705882},{-0.454392773452264=0.023529411764705882},{0.06798898794295383=0.023529411764705882},{100=0.023529411764705882},{0=0.023529411764705882},{0.0351931330472103=0.023529411764705882},{0.03519273026918147=0.023529411764705882},,,,{0.07295373665480431=0.023529411764705882},{0.05278781159472122=0.023529411764705882},{9=0.023529411764705882},{-1.8048780487804879=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{255=0.023529411764705882},{0.09269282814614344=0.023529411764705882},{0.039042462239954404=0.023529411764705882},{3753=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-02-17 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240217T134701_20240217T134701_T21KYT_00000000000000000003,{158=0.047058823529411764},{8755=0.047058823529411764},{5111=0.047058823529411764},{3739=0.047058823529411764},"{9144=0.023529411764705882, 9104=0.023529411764705882}","{8232=0.023529411764705882, 8148=0.023529411764705882}","{7504=0.023529411764705882, 7764=0.023529411764705882}",{7816=0.047058823529411764},{7260=0.047058823529411764},{6948=0.047058823529411764},"{8040=0.023529411764705882, 7920=0.023529411764705882}",{6846=0.047058823529411764},{16804=0.047058823529411764},"{-0.049444643496954495=0.023529411764705882, -0.06781871535702641=0.023529411764705882}","{-0.023323615160349864=0.023529411764705882, -0.027982326951399128=0.023529411764705882}","{-0.009482129832239242=0.023529411764705882, -0.013304566702624955=0.023529411764705882}","{-0.014189693801344288=0.023529411764705882, -0.011799410029498525=0.023529411764705882}","{-0.29689072017198137=0.023529411764705882, -0.36336811216172155=0.023529411764705882}","{0.05252211088736658=0.023529411764705882, 0.03432629676626675=0.023529411764705882}",{100=0.047058823529411764},{0=0.047058823529411764},"{0.026970954356846474=0.023529411764705882, 0.017463933181473046=0.023529411764705882}","{0.026970674578064544=0.023529411764705882, 0.017463756378067546=0.023529411764705882}",,,,"{0.03554868624420404=0.023529411764705882, 0.05543710021321968=0.023529411764705882}","{0.02619507102407542=0.023529411764705882, 0.040455120101137804=0.023529411764705882}",{9=0.047058823529411764},"{-2.8461538461538463=0.023529411764705882, -4.0=0.023529411764705882}",{255=0.047058823529411764},{255=0.047058823529411764},{255=0.047058823529411764},"{0.06830122591943957=0.023529411764705882, 0.09835064141722663=0.023529411764705882}","{0.029257314328582147=0.023529411764705882, 0.04114490161001789=0.023529411764705882}",{3753=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-02-17 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000005,{98=0.023529411764705882},{1301=0.023529411764705882},{1560=0.023529411764705882},{1284=0.023529411764705882},{1294=0.023529411764705882},{1306=0.023529411764705882},{1200=0.023529411764705882},{1385=0.023529411764705882},{1706=0.023529411764705882},{1862=0.023529411764705882},{1780=0.023529411764705882},{1888=0.023529411764705882},{1697=0.023529411764705882},{-2.0027624309392267=0.023529411764705882},{0.3629402756508422=0.023529411764705882},{0.023110066588327458=0.023529411764705882},{0.15359688917692807=0.023529411764705882},{-7.3639944751381226=0.023529411764705882},{0.3257809978260866=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.19463087248322147=0.023529411764705882},{0.19462042306453345=0.023529411764705882},,,,{0.4833333333333334=0.023529411764705882},{0.291897332662305=0.023529411764705882},{3=0.023529411764705882},{0.8379310344827586=0.023529411764705882},{30=0.023529411764705882},{32=0.023529411764705882},{21=0.023529411764705882},{0.08745874587458746=0.023529411764705882},{0.04229848363926576=0.023529411764705882},{3959=0.023529411764705882},-54 35 27.744,-20 22 53.274,20240313,2024-02-22 13:58,102003,17,0.39,1.3,"{""type"":""Polygon"",""coordinates"":[[[-54.591048104057776,-20.38147616165941],[-54.59102903144165,-20.38147589056077],[-54.591029366048915,-20.38145793558278],[-54.591048355013285,-20.38145818726412],[-54.591048104057776,-20.38147616165941]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000004,{98=0.047058823529411764},{1314=0.047058823529411764},"{1510=0.023529411764705882, 1516=0.023529411764705882}","{1268=0.023529411764705882, 1254=0.023529411764705882}","{1283=0.023529411764705882, 1293=0.023529411764705882}",{1296=0.047058823529411764},"{1182=0.023529411764705882, 1183=0.023529411764705882}","{1352=0.023529411764705882, 1374=0.023529411764705882}","{1715=0.023529411764705882, 1733=0.023529411764705882}","{1849=0.023529411764705882, 1859=0.023529411764705882}","{1785=0.023529411764705882, 1797=0.023529411764705882}","{1885=0.023529411764705882, 1887=0.023529411764705882}",{1689=0.047058823529411764},"{-2.0248488918737406=0.023529411764705882, -1.915159076731129=0.023529411764705882}","{0.3773148148148149=0.023529411764705882, 0.3865740740740742=0.023529411764705882}","{0.02511370377694285=0.023529411764705882, 0.022888713496448304=0.023529411764705882}","{0.1587147030185005=0.023529411764705882, 0.16197866149369544=0.023529411764705882}","{-7.443903290799193=0.023529411764705882, -7.047045539613225=0.023529411764705882}","{0.34161799801290726=0.023529411764705882, 0.33775247178164136=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.20604026845637585=0.023529411764705882, 0.2032355915065723=0.023529411764705882}","{0.20602920648555784=0.023529411764705882, 0.20322463230833526=0.023529411764705882}",,,,"{0.5101522842639594=0.023529411764705882, 0.5190194420963652=0.023529411764705882}","{0.3090085556114746=0.023529411764705882, 0.30480202190395955=0.023529411764705882}",{3=0.047058823529411764},"{0.8325041459369817=0.023529411764705882, 0.8208469055374593=0.023529411764705882}","{30=0.023529411764705882, 29=0.023529411764705882}",{31=0.047058823529411764},{19=0.047058823529411764},"{0.09539748953974896=0.023529411764705882, 0.09527824620573355=0.023529411764705882}","{0.045582896329164985=0.023529411764705882, 0.04600484261501211=0.023529411764705882}",{3959=0.047058823529411764},-54 35 30.468,-20 22 52.110,20240313,2024-02-22 13:58,100542,16,0.28,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.591804236490596,-20.381150413670458],[-54.59178516369804,-20.381150142737336],[-54.5917854983084,-20.381132187651076],[-54.59180448744843,-20.381132517570755],[-54.591804236490596,-20.381150413670458]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000006,{98=0.023529411764705882},{1304=0.023529411764705882},{1604=0.023529411764705882},{1313=0.023529411764705882},{1299=0.023529411764705882},{1330=0.023529411764705882},{1211=0.023529411764705882},{1403=0.023529411764705882},{1747=0.023529411764705882},{1919=0.023529411764705882},{1832=0.023529411764705882},{1949=0.023529411764705882},{1759=0.023529411764705882},{-2.4125874125874125=0.023529411764705882},{0.37744360902255636=0.023529411764705882},{0.029013539651837523=0.023529411764705882},{0.15876027830487033=0.023529411764705882},{-8.84674125874126=0.023529411764705882},{0.3389126498730093=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.2040749260598094=0.023529411764705882},{0.20406419642739784=0.023529411764705882},,,,{0.5127993393889347=0.023529411764705882},{0.30606209955643177=0.023529411764705882},{3=0.023529411764705882},{0.8582930756843801=0.023529411764705882},{31=0.023529411764705882},{34=0.023529411764705882},{22=0.023529411764705882},{0.09581320450885668=0.023529411764705882},{0.046831955922865015=0.023529411764705882},{3959=0.023529411764705882},-54 35 26.736,-20 22 53.058,20240313,2024-02-22 13:58,102827,18,0.415,1.5,"{""type"":""Polygon"",""coordinates"":[[[-54.59076854010374,-20.381414023254774],[-54.590749551204375,-20.381413771540107],[-54.59074980215896,-20.381395797195385],[-54.59076887470994,-20.38139606832129],[-54.59076854010374,-20.381414023254774]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000001,{98=0.047058823529411764},{1345=0.047058823529411764},{1634=0.047058823529411764},{1296=0.047058823529411764},{1332=0.047058823529411764},{1358=0.047058823529411764},{1249=0.047058823529411764},{1428=0.047058823529411764},{1813=0.047058823529411764},{1968=0.047058823529411764},{1930=0.047058823529411764},{1970=0.047058823529411764},{1915=0.047058823529411764},{-3.0132743362831858=0.047058823529411764},{0.42120765832106044=0.047058823529411764},{0.025486124221257317=0.047058823529411764},{0.17396593673965938=0.047058823529411764},{-11.020026548672567=0.047058823529411764},{0.3527905882410778=0.047058823529411764},{0=0.047058823529411764},{0=0.047058823529411764},{0.21421830764391317=0.047058823529411764},{0.21420752651643832=0.047058823529411764},,,,{0.545236188951161=0.047058823529411764},{0.32127693033495835=0.047058823529411764},{3=0.047058823529411764},{0.8781204111600588=0.047058823529411764},{35=0.047058823529411764},{37=0.047058823529411764},{26=0.047058823529411764},{0.08549019607843138=0.047058823529411764},{0.04181051016494054=0.047058823529411764},{3959=0.047058823529411764},-54 35 33.300,-20 22 56.418,20240313,2024-02-22 13:58,93056,13,0.275,1.6,"{""type"":""Polygon"",""coordinates"":[[[-54.59259375362449,-20.382349204135945],[-54.592574680647715,-20.38234885471162],[-54.59257501526131,-20.38233097785257],[-54.592594004584754,-20.382331229455644],[-54.59259375362449,-20.382349204135945]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000002,{98=0.047058823529411764},{1338=0.047058823529411764},{1597=0.047058823529411764},{1298=0.047058823529411764},"{1317=0.011764705882352941, 1309=0.03529411764705882}","{1329=0.03529411764705882, 1328=0.011764705882352941}","{1198=0.011764705882352941, 1199=0.03529411764705882}",{1392=0.047058823529411764},{1763=0.047058823529411764},{1878=0.047058823529411764},"{1799=0.03529411764705882, 1818=0.011764705882352941}",{1915=0.047058823529411764},{1847=0.047058823529411764},"{-1.7805858701895463=0.011764705882352941, -1.8214936247723132=0.03529411764705882}","{0.3536493604213695=0.03529411764705882, 0.36897590361445776=0.011764705882352941}","{0.027267453103848385=0.011764705882352941, 0.029036004645760744=0.03529411764705882}","{0.15575333757151938=0.011764705882352941, 0.15025575447570333=0.03529411764705882}","{-6.70816393442623=0.03529411764705882, -6.560159678345778=0.011764705882352941}","{0.3409723019276498=0.011764705882352941, 0.33345684731011715=0.03529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.200133422281521=0.03529411764705882, 0.20557029177718833=0.011764705882352941}","{0.20555938676993263=0.011764705882352941, 0.20012274194839502=0.03529411764705882}",,,,"{0.5175292153589315=0.011764705882352941, 0.5004170141784821=0.03529411764705882}","{0.30830432620586773=0.011764705882352941, 0.3001500750375187=0.03529411764705882}",{3=0.047058823529411764},"{0.8080645161290323=0.011764705882352941, 0.8166666666666667=0.03529411764705882}","{33=0.011764705882352941, 32=0.03529411764705882}",{34=0.047058823529411764},{21=0.047058823529411764},"{0.10752688172043011=0.011764705882352941, 0.1066447908121411=0.03529411764705882}","{0.051424050632911396=0.03529411764705882, 0.05146476642913698=0.011764705882352941}",{3959=0.047058823529411764},-54 35 30.576,-20 22 55.668,20240313,2024-02-22 13:58,94152,14,0.3,1.7,"{""type"":""Polygon"",""coordinates"":[[[-54.59183644275131,-20.382136988992837],[-54.59181745360385,-20.382136737312102],[-54.59181770456171,-20.382118841168843],[-54.59183669370923,-20.382119092846533],[-54.59183644275131,-20.382136988992837]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000000,{98=0.023529411764705882},{1388=0.023529411764705882},{1821=0.023529411764705882},{1434=0.023529411764705882},{1340=0.023529411764705882},{1425=0.023529411764705882},{1271=0.023529411764705882},{1568=0.023529411764705882},{2118=0.023529411764705882},{2412=0.023529411764705882},{2224=0.023529411764705882},{2392=0.023529411764705882},{2231=0.023529411764705882},{-11.972361809045227=0.023529411764705882},{0.5607017543859649=0.023529411764705882},{0.04376487822743087=0.023529411764705882},{0.2189640997533571=0.023529411764705882},{-43.43400502512563=0.023529411764705882},{0.42845214008457333=0.023529411764705882},{0=0.023529411764705882},{0=0.023529411764705882},{0.2726752503576538=0.023529411764705882},{0.27266276794195404=0.023529411764705882},,,,{0.7498033044846577=0.023529411764705882},{0.40895436990416256=0.023529411764705882},{3=0.023529411764705882},{0.9275970619097587=0.023529411764705882},{35=0.023529411764705882},{44=0.023529411764705882},{28=0.023529411764705882},{0.11356932153392331=0.023529411764705882},{0.05712166172106825=0.023529411764705882},{3959=0.023529411764705882},-54 35 35.676,-20 22 54.732,20240313,2024-02-22 13:58,91803,12,0.43,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.593252275973065,-20.3818786380513],[-54.593233286496705,-20.381878386620205],[-54.59323353745892,-20.381860411857097],[-54.59325252693534,-20.38186066328514],[-54.593252275973065,-20.3818786380513]]]}"
20240222T134709_20240222T134813_T21KYT_00000000000000000003,{98=0.047058823529411764},{1311=0.047058823529411764},{1490=0.047058823529411764},{1261=0.047058823529411764},{1293=0.047058823529411764},"{1294=0.023529411764705882, 1292=0.023529411764705882}","{1196=0.023529411764705882, 1199=0.023529411764705882}",{1359=0.047058823529411764},{1718=0.047058823529411764},{1843=0.047058823529411764},"{1764=0.023529411764705882, 1760=0.023529411764705882}",{1873=0.047058823529411764},{1696=0.047058823529411764},"{-1.8540433925049309=0.023529411764705882, -1.912660798916723=0.023529411764705882}","{0.3601236476043277=0.023529411764705882, 0.3653250773993808=0.023529411764705882}","{0.018124507486209612=0.023529411764705882, 0.019499704549931062=0.023529411764705882}","{0.1544502617801047=0.023529411764705882, 0.15258677144728225=0.023529411764705882}","{-6.82592899408284=0.023529411764705882, -7.038006770480704=0.023529411764705882}","{0.32023308280736273=0.023529411764705882, 0.3203926871553904=0.023529411764705882}",{0=0.047058823529411764},{0=0.047058823529411764},"{0.19068511643604455=0.023529411764705882, 0.19079837618403248=0.023529411764705882}","{0.19067482012446174=0.023529411764705882, 0.19078804936133364=0.023529411764705882}",,,,"{0.47157190635451496=0.023529411764705882, 0.47122602168473726=0.023529411764705882}","{0.2861491628614916=0.023529411764705882, 0.28597941623080814=0.023529411764705882}",{3=0.047058823529411764},"{0.8280141843971631=0.023529411764705882, 0.8336283185840708=0.023529411764705882}",{30=0.047058823529411764},{30=0.047058823529411764},"{20=0.023529411764705882, 21=0.023529411764705882}","{0.07762938230383973=0.023529411764705882, 0.08187134502923976=0.023529411764705882}","{0.0393574297188755=0.023529411764705882, 0.037334403853873946=0.023529411764705882}",{3959=0.047058823529411764},-54 35 31.392,-20 22 54.414,20240313,2024-02-22 13:58,95613,15,0.42,1.9,"{""type"":""Polygon"",""coordinates"":[[[-54.59206046483269,-20.38179045521549],[-54.592041475633195,-20.38179020362566],[-54.59204172659175,-20.38177222905762],[-54.592060715791305,-20.38177248064439],[-54.59206046483269,-20.38179045521549]]]}"
